undirected weighted
6595 2583 9689
6595 5769 4719
6595 8108 15069
6595 4772 4923
6596 6105 4964
6596 7385 10411
6596 8626 9664
6596 4342 13046
6597 9250 5089
6597 8859 16167
6597 7623 16905
6597 3717 8073
6598 5062 22812
6598 7266 12326
6598 9136 20881
6598 7363 18222
6599 6482 15128
6599 29 11076
6599 8916 7255
6599 4400 8366
6600 5227 511
6600 6724 15871
6600 3111 13004
6600 2445 12688
6601 8673 3050
6601 2137 16967
6601 4527 3758
6601 6905 13471
6602 1195 12365
6602 7570 14464
6602 1529 2367
6602 6296 5639
6603 1355 17504
6603 5236 17820
6603 2082 1971
6603 2486 11471
6604 7982 14433
6604 2812 15499
6604 8878 6853
6604 4509 6247
6605 4192 12794
6605 2816 7202
6605 231 15440
6605 3410 11749
6606 8832 17518
6606 3737 14341
6606 8671 9272
6606 8859 15851
6607 7312 1787
6607 5369 12865
6607 8468 13297
6607 2522 5805
6608 1369 6928
6608 8843 15137
6608 2695 17050
6608 8152 13735
6609 8753 21296
6609 7598 1011
6609 9513 16973
6609 9783 14874
6610 5649 10381
6610 9385 6314
6610 3109 10864
6610 7475 6013
6611 8634 7903
6611 8036 5843
6611 129 8377
6611 564 4296
6612 5393 4772
6612 185 7514
6612 9665 17120
6612 6917 11746
6613 2757 22287
6613 9571 17940
6613 504 17006
6613 67 16039
6614 5482 8868
6614 3917 1029
6614 7774 8744
6614 6161 8836
6615 2975 20563
6615 1146 15655
6615 2705 13305
6615 3015 18715
6616 6821 11561
6616 1598 9948
6616 5378 9391
6616 862 13705
6617 2841 2909
6617 4151 5324
6617 4492 9389
6617 6568 5388
6618 5174 4365
6618 6007 4923
6618 5052 4077
6618 7976 16316
6619 1261 13585
6619 4978 13664
6619 3531 13587
6619 5265 11743
6620 3343 20072
6620 4812 11592
6620 5140 6203
6620 7282 18686
6621 3346 12819
6621 4356 10477
6621 3164 8248
6621 7436 9735
6622 6450 12850
6622 5921 8490
6622 8406 9571
6622 7133 6362
6623 9235 16119
6623 2009 10641
6623 543 9073
6623 6487 14257
6624 809 12257
6624 9402 12651
6624 2786 7925
6624 3347 12886
6625 9689 13001
6625 5008 4761
6625 3331 7834
6625 3954 5496
6626 2805 3472
6626 8631 470
6626 8353 10340
6626 6807 17421
6627 3240 15345
6627 9487 5707
6627 4289 12187
6627 4554 7871
6628 8026 15140
6628 8910 12406
6628 5706 8400
6628 586 14059
6629 7280 11507
6629 9937 14360
6629 9239 14497
6629 6927 11000
6630 2861 5147
6630 1581 4098
6630 118 12830
6630 4419 11238
6631 2086 17076
6631 602 2996
6631 1895 13601
6631 5996 8262
6632 969 8512
6632 2811 5634
6632 6061 19081
6632 7566 15262
6633 2858 8286
6633 2832 9936
6633 5638 14178
6633 5769 8032
6634 7604 6682
6634 4040 7263
6634 3649 21623
6634 6617 11822
6635 3674 8035
6635 1704 6799
6635 7858 11594
6635 3653 5064
6636 4475 6029
6636 3086 15862
6636 3894 16361
6636 8416 9669
6637 934 7791
6637 8231 8613
6637 7826 9974
6637 8807 3263
6638 536 7805
6638 1074 11294
6638 9748 11570
6638 5238 12653
6639 3306 12090
6639 3697 6760
6639 3180 15049
6639 4369 12587
6640 3530 7919
6640 7564 11199
6640 2043 3872
6640 2869 11658
6641 4867 11114
6641 4430 4672
6641 1927 10440
6641 6512 12230
6642 9866 9355
6642 5273 8464
6642 8627 9690
6642 2004 3221
6643 7793 20700
6643 9032 3115
6643 1160 14692
6643 5471 16954
6644 5066 5054
6644 5103 13168
6644 4973 8486
6644 6738 9127
6645 4930 4810
6645 9682 18116
6645 7897 12279
6645 8395 16850
6646 7285 3273
6646 6612 10311
6646 7445 5806
6646 3139 16355
6647 218 10581
6647 235 16645
6647 3566 10484
6647 8143 18532
6648 5496 7682
6648 7722 8430
6648 7952 18880
6648 3407 6173
6649 8180 9402
6649 6915 17340
6649 8546 8136
6649 8613 12092
6650 1468 21256
6650 159 16587
6650 8154 1846
6650 3917 9636
6651 9168 10209
6651 3092 18580
6651 6084 16783
6651 274 13502
6652 9902 18854
6652 4715 16002
6652 1507 5803
6652 6636 14464
6653 3021 3992
6653 3338 16849
6653 5627 14545
6653 8625 9635
6654 2130 10422
6654 6884 9490
6654 8781 15457
6654 2560 9592
6655 4073 9183
6655 4910 14265
6655 4953 5824
6655 7788 5383
6656 4771 8594
6656 663 4332
6656 2163 2051
6656 3296 5560
6657 7481 12979
6657 8075 7362
6657 1355 12447
6657 2984 6784
6658 2238 14361
6658 3221 9506
6658 5696 1927
6658 2528 8382
6659 6862 7783
6659 8394 12609
6659 6364 16807
6659 9882 16508
6660 7322 11618
6660 7842 2663
6660 69 6838
6660 1780 13700
6661 7435 10481
6661 8410 11569
6661 8148 6687
6661 6147 14266
6662 4748 5231
6662 2771 6949
6662 2537 6784
6662 1041 6082
6663 4042 8960
6663 2785 4873
6663 8802 4244
6663 2603 13335
6664 5101 1208
6664 9285 8868
6664 1480 15097
6664 9830 20073
6665 3828 17024
6665 9191 12516
6665 6246 10539
6665 1974 16968
6666 5872 2926
6666 913 13588
6666 8289 14710
6666 4561 11710
6667 2112 14733
6667 6776 12784
6667 6531 12795
6667 6220 19064
6668 480 7563
6668 1473 8812
6668 8712 12769
6668 6968 11332
6669 7739 3812
6669 1832 11932
6669 903 6835
6669 5415 8588
6670 1607 9484
6670 5969 7887
6670 7268 6831
6670 2915 5500
6671 4286 5070
6671 3831 17891
6671 1649 12292
6671 8866 7886
6672 6186 16289
6672 9184 9131
6672 7801 2307
6672 3069 5411
6673 1113 5245
6673 9351 9133
6673 8523 9581
6673 7552 5649
6674 5215 4563
6674 267 23277
6674 8154 11232
6674 4965 4120
6675 9308 11117
6675 7411 14244
6675 675 8524
6675 5390 13795
6676 7106 17332
6676 3905 5748
6676 715 14934
6676 4195 18639
6677 390 16694
6677 4622 16741
6677 1478 7146
6677 4881 13186
6678 4049 3847
6678 8396 9208
6678 8548 3469
6678 5600 12404
6679 874 10671
6679 8998 9265
6679 2169 20138
6679 84 18133
6680 6986 12190
6680 4295 7392
6680 8133 13508
6680 4929 5476
6681 5771 3134
6681 2719 4972
6681 938 10727
6681 2205 14375
6682 8119 9288
6682 7203 8576
6682 5987 7168
6682 7153 5799
6683 5725 14674
6683 5398 10162
6683 8572 10707
6683 3987 22161
6684 7903 10123
6684 179 8937
6684 9931 14413
6684 7177 11806
6685 9772 10124
6685 531 8919
6685 1631 2161
6685 4167 9468
6686 1383 14792
6686 968 12011
6686 5001 16669
6686 3701 17054
6687 6901 13047
6687 6361 7382
6687 2300 14053
6687 5235 3613
6688 7301 11275
6688 2591 5012
6688 3139 12338
6688 7535 11018
6689 4623 5599
6689 6304 6159
6689 4576 5091
6689 2224 8915
6690 4548 13893
6690 6275 5004
6690 846 6636
6690 3037 4961
6691 9605 13133
6691 1575 8783
6691 6418 7524
6691 5832 11562
6692 1046 6001
6692 3903 4235
6692 7935 10861
6692 2184 7635
6693 5955 16741
6693 8736 12106
6693 587 23480
6693 5544 16754
6694 429 13333
6694 3732 13793
6694 2735 5682
6694 8319 15023
6695 910 14758
6695 6288 13108
6695 8424 6006
6695 1915 14271
6696 5051 8980
6696 3542 12971
6696 1081 15261
6696 9699 8718
6697 8022 13330
6697 1693 6811
6697 8474 6040
6697 1901 3712
6698 6237 4818
6698 3035 19542
6698 1302 13109
6698 6763 5472
6699 6519 19486
6699 6837 10630
6699 9561 13336
6699 8384 20037
6700 913 11195
6700 5319 12042
6700 8816 5808
6700 2604 17119
6701 9079 20338
6701 5870 9575
6701 2098 20945
6701 2717 9904
6702 8594 8065
6702 6856 16171
6702 6282 13779
6702 3200 4681
6703 1020 13560
6703 5568 11907
6703 5759 13173
6703 8135 12513
6704 6364 15655
6704 8978 4224
6704 1420 4938
6704 1263 8321
6705 9092 10779
6705 5976 7515
6705 9618 2163
6705 9753 5398
6706 2514 17864
6706 9987 1095
6706 2205 18097
6706 2951 12193
6707 2293 6109
6707 2832 962
6707 2301 4499
6707 7254 6379
6708 4347 9090
6708 8464 8955
6708 1649 7933
6708 6633 6587
6709 6131 13402
6709 8391 4902
6709 7890 3510
6709 6150 10570
6710 269 17613
6710 4270 13351
6710 6756 18349
6710 2824 9185
6711 1332 2963
6711 4251 6196
6711 3840 3688
6711 493 11946
6712 5584 14129
6712 3669 3774
6712 8117 16221
6712 9783 4848
6713 1641 7454
6713 7749 10889
6713 6367 13687
6713 3366 3040
6714 3003 19087
6714 6664 13278
6714 7815 5285
6714 8766 19924
6715 9118 14601
6715 349 16191
6715 1797 11211
6715 3654 8636
6716 4164 5237
6716 5327 13838
6716 8383 22255
6716 100 6708
6717 8766 9454
6717 6986 11124
6717 5550 15045
6717 5964 2958
6718 481 14357
6718 8826 9600
6718 1928 15246
6718 9819 15742
6719 6001 2096
6719 6633 6000
6719 7764 4239
6719 2034 9995
6720 2045 16685
6720 763 15591
6720 402 8806
6720 6753 10966
6721 197 10936
6721 5424 12322
6721 6233 7156
6721 9106 6384
6722 4414 10420
6722 7845 22300
6722 9114 16499
6722 2259 3484
6723 766 18302
6723 7149 17186
6723 6574 15730
6723 4571 12730
6724 5289 16805
6724 3069 15075
6724 5259 11973
6724 7429 17924
6725 7937 12349
6725 4598 14632
6725 931 3755
6725 415 5896
6726 9987 4390
6726 9718 8103
6726 7404 982
6726 7334 18364
6727 2070 14536
6727 6230 17126
6727 7544 6784
6727 1049 4693
6728 7988 16152
6728 6586 16649
6728 4104 5682
6728 3861 13622
6729 4403 15848
6729 372 4348
6729 51 567
6729 552 15928
6730 9744 13053
6730 7571 4980
6730 2892 5238
6730 9645 1816
6731 3946 14245
6731 4596 14375
6731 1566 13848
6731 5683 16924
6732 6959 9655
6732 3382 4104
6732 383 12036
6732 1554 8392
6733 912 17554
6733 6162 17630
6733 4233 9833
6733 3784 11732
6734 8590 5538
6734 6690 820
6734 6924 10301
6734 5082 7336
6735 4346 12735
6735 6820 3162
6735 1251 18490
6735 3533 19739
6736 1073 7411
6736 7937 8753
6736 1157 9976
6736 5532 9096
6737 7905 18984
6737 4646 13156
6737 2378 14041
6737 9075 16488
6738 621 10666
6738 2756 12013
6738 1110 10614
6738 5311 8770
6739 9993 12000
6739 3659 9266
6739 4360 16178
6739 5960 3778
6740 5765 6245
6740 2419 20346
6740 4765 13160
6740 4850 17046
6741 5014 12001
6741 402 2780
6741 2906 7134
6741 3203 14602
6742 4995 8665
6742 1828 13924
6742 4553 4636
6742 6067 9377
6743 2531 10839
6743 2947 13734
6743 7067 17454
6743 9241 7863
6744 5860 10051
6744 2473 7576
6744 6064 11848
6744 6695 11326
6745 8386 1792
6745 2471 9914
6745 6359 10115
6745 3144 8062
6746 1960 12411
6746 8452 12126
6746 8426 9857
6746 2790 14185
6747 8792 21757
6747 3138 16573
6747 2675 7116
6747 3359 7382
6748 4159 15345
6748 7236 1551
6748 3800 9516
6748 3862 11447
6749 7593 12009
6749 2461 5661
6749 6712 21912
6749 6482 22397
6750 3864 6858
6750 612 17502
6750 7047 6021
6750 7395 9609
6751 2450 5735
6751 2276 8084
6751 2883 9873
6751 5321 9976
6752 8025 5300
6752 1690 9728
6752 5051 14050
6752 2178 11533
6753 6206 10211
6753 7990 11541
6753 2911 8957
6753 6163 6185
6754 6108 10446
6754 7501 13038
6754 6725 7444
6754 1269 7865
6755 7448 16812
6755 2609 10128
6755 3214 1822
6755 7240 3327
6756 744 15722
6756 7912 13670
6756 8492 18803
6756 6048 10767
6757 3583 10094
6757 7586 8258
6757 9345 9674
6757 9529 13501
6758 8770 16269
6758 3920 11650
6758 1202 7331
6758 9022 5653
6759 5380 11165
6759 6051 3462
6759 9429 20958
6759 1111 17349
6760 6973 8627
6760 9350 6631
6760 3167 4986
6760 4318 11659
6761 7656 2950
6761 3108 2933
6761 1118 12607
6761 924 5719
6762 9505 15228
6762 968 15505
6762 9428 15334
6762 8970 2885
6763 3692 21133
6763 2850 15486
6763 6189 16375
6763 6825 6717
6764 4166 12145
6764 8495 9789
6764 6652 6960
6764 9716 13343
6765 1965 13958
6765 6091 17466
6765 3515 6723
6765 1212 7120
6766 4154 2579
6766 5318 3624
6766 5678 5493
6766 6317 11234
6767 9368 11307
6767 5310 13564
6767 2658 10313
6767 5640 19069
6768 9426 11595
6768 4757 15688
6768 2928 12076
6768 204 17824
6769 3905 11015
6769 326 13594
6769 3387 10891
6769 9835 4141
6770 4401 2942
6770 7691 10543
6770 8103 10747
6770 2666 18859
6771 794 19934
6771 6391 6797
6771 263 9966
6771 9507 8292
6772 7086 11612
6772 9611 15314
6772 6524 8823
6772 7696 11477
6773 4291 16978
6773 587 19569
6773 6347 6094
6773 125 13982
6774 3110 10025
6774 319 9803
6774 4862 7161
6774 3732 14822
6775 4952 20124
6775 7828 8562
6775 5397 15032
6775 3127 13216
6776 9743 3664
6776 2607 8640
6776 1862 15144
6776 2824 5353
6777 4888 19178
6777 6776 4372
6777 6874 4362
6777 1784 13031
6778 3918 10188
6778 8347 7872
6778 1090 16062
6778 508 5091
6779 4519 6201
6779 1111 10749
6779 1022 5533
6779 9018 3846
6780 7658 8947
6780 9794 3685
6780 944 10065
6780 571 13158
6781 9018 14580
6781 5939 10547
6781 2600 5847
6781 3942 15659
6782 2182 9838
6782 4976 16052
6782 7449 1317
6782 3702 18013
6783 2732 18814
6783 4764 8401
6783 8996 12839
6783 1007 551
6784 6186 14426
6784 4727 16146
6784 535 7715
6784 7721 6807
6785 1532 8842
6785 4629 9851
6785 5415 13550
6785 2963 12911
6786 1012 18499
6786 3021 9743
6786 7490 16494
6786 8129 8609
6787 4870 13623
6787 4625 15062
6787 416 12547
6787 6517 17214
6788 3592 13411
6788 3110 17858
6788 5446 2894
6788 5209 13033
6789 7216 8828
6789 8552 4042
6789 6748 8560
6789 1753 11553
6790 5229 3812
6790 7463 11395
6790 9602 13087
6790 6601 12411
6791 1906 984
6791 9231 8097
6791 5255 5985
6791 2277 18979
6792 8265 9621
6792 8421 8275
6792 243 13068
6792 3127 10523
6793 9220 1680
6793 7235 7063
6793 1961 4714
6793 3996 10841
6794 8577 2098
6794 6300 9111
6794 5036 10855
6794 1014 19664
6795 7140 1010
6795 3654 5976
6795 7592 13511
6795 4890 12972
6796 9421 7350
6796 9976 2180
6796 2920 10576
6796 9608 9625
6797 9721 5827
6797 953 8549
6797 3268 14004
6797 8547 10363
6798 6836 4505
6798 2425 13093
6798 9517 9664
6798 8177 7421
6799 7920 13450
6799 9227 11077
6799 5127 10392
6799 6446 8337
6800 7860 13407
6800 4483 8404
6800 1357 6096
6800 1987 3667
6801 5628 15715
6801 8406 11712
6801 6740 21311
6801 4558 17658
6802 2156 16312
6802 8112 6610
6802 3419 1890
6802 900 12346
6803 7556 5536
6803 8406 9179
6803 1368 8840
6803 8028 4375
6804 2469 15713
6804 6586 5164
6804 3883 20177
6804 3928 453
6805 1264 11542
6805 3203 16874
6805 4171 11263
6805 1413 14436
6806 9927 9572
6806 2885 2260
6806 1356 16718
6806 3141 10541
6807 3177 1905
6807 8874 9401
6807 9452 16664
6807 6825 7486
6808 8081 3956
6808 2890 15397
6808 1101 11361
6808 2359 2819
6809 4748 14037
6809 9556 13715
6809 1347 1459
6809 1469 15787
6810 1206 8764
6810 1152 7817
6810 316 11113
6810 2202 10863
6811 9983 7706
6811 8218 12194
6811 1294 10186
6811 8231 4860
6812 370 13636
6812 6584 5404
6812 3125 3338
6812 3276 10779
6813 2630 20205
6813 7458 13792
6813 1344 10247
6813 8801 6581
6814 6502 7919
6814 1724 9310
6814 7403 11611
6814 1608 11127
6815 3969 13220
6815 8430 8532
6815 4087 14861
6815 5368 2996
6816 7281 2973
6816 5980 2455
6816 4204 12776
6816 7352 15541
6817 5613 4404
6817 827 13290
6817 5488 7450
6817 6508 2326
6818 3535 1754
6818 5938 22221
6818 9038 14302
6818 3220 15871
6819 453 3701
6819 4405 6863
6819 5240 9511
6819 2968 8747
6820 2480 2302
6820 4803 13951
6820 3001 8403
6820 5467 16702
6821 1995 14781
6821 7527 9033
6821 4235 10928
6821 8644 6301
6822 2289 12019
6822 9832 5398
6822 2994 12978
6822 2382 3534
6823 8299 13005
6823 750 17401
6823 9642 19251
6823 4537 1441
6824 2990 17524
6824 4309 15146
6824 3680 9163
6824 7383 12576
6825 4749 5460
6825 7647 3485
6825 4805 4068
6825 6897 9768
6826 6176 14311
6826 5971 12977
6826 9142 6029
6826 2035 7586
6827 5239 5915
6827 3910 9139
6827 5247 5493
6827 7952 10379
6828 5683 5077
6828 1700 8129
6828 5789 5537
6828 7770 2641
6829 4928 8229
6829 1739 3831
6829 3646 10168
6829 3518 11945
6830 7823 18983
6830 6809 16875
6830 3294 13495
6830 8963 7306
6831 4814 5822
6831 4832 6225
6831 4012 8154
6831 5122 13377
6832 7113 8475
6832 6304 6339
6832 4089 6097
6832 195 11451
6833 1717 4317
6833 1731 4494
6833 5931 9350
6833 3390 7160
6834 5561 7015
6834 136 1780
6834 3522 11627
6834 5794 13042
6835 2626 15645
6835 1136 12010
6835 2829 4695
6835 688 2444
6836 8000 10917
6836 7420 9884
6836 4266 1434
6836 7470 16683
6837 1026 12579
6837 5688 6728
6837 5501 3912
6837 7343 13587
6838 7922 17630
6838 6191 9503
6838 5784 2163
6838 2354 16704
6839 4103 11772
6839 5756 8351
6839 6039 10789
6839 8831 18848
6840 1823 5017
6840 5622 10459
6840 1827 10748
6840 5427 6267
6841 2958 3643
6841 5007 5560
6841 9173 7465
6841 8120 2398
6842 9961 12744
6842 9460 9808
6842 7621 5821
6842 9860 10763
6843 8650 11129
6843 6501 5420
6843 9762 11884
6843 8869 8017
6844 6682 7197
6844 7374 8042
6844 4208 12140
6844 5325 11882
6845 9247 12469
6845 1651 8079
6845 7207 15576
6845 8803 16609
6846 4289 2733
6846 4661 15920
6846 485 973
6846 9561 15724
6847 7147 14927
6847 2045 5230
6847 7809 16107
6847 1562 8886
6848 7049 10077
6848 7587 9318
6848 4844 11337
6848 5557 13417
6849 1441 12264
6849 5471 8111
6849 8302 10971
6849 4133 2426
6850 238 12396
6850 5395 14670
6850 3950 2483
6850 5185 8692
6851 1660 11314
6851 906 19856
6851 6047 15328
6851 9345 6633
6852 7752 9809
6852 1270 3900
6852 4303 23257
6852 8973 23401
6853 5190 13889
6853 3429 18283
6853 7998 11767
6853 9550 3236
6854 5599 13636
6854 5331 4162
6854 1601 16493
6854 2269 10763
6855 286 7287
6855 8871 8950
6855 4340 8758
6855 662 19684
6856 150 5929
6856 7385 9940
6856 1708 8059
6856 4515 4309
6857 2026 12437
6857 9315 1891
6857 7424 14877
6857 4391 18057
6858 5349 13934
6858 8495 13326
6858 1397 20005
6858 6597 1550
6859 101 16798
6859 2486 9227
6859 2882 8756
6859 4660 10361
6860 7467 6534
6860 3038 4545
6860 3504 18482
6860 3171 24150
6861 7656 9241
6861 9120 8719
6861 7785 15015
6861 5150 4174
6862 7875 7836
6862 4366 10444
6862 380 7394
6862 9005 5959
6863 2109 12669
6863 966 17992
6863 8241 14903
6863 9058 14578
6864 2121 9828
6864 668 12019
6864 6624 6799
6864 4449 4327
6865 110 9639
6865 5836 8336
6865 4232 11442
6865 7005 5322
6866 2094 12109
6866 2031 11631
6866 2097 1763
6866 577 6775
6867 236 3764
6867 3962 9469
6867 7210 8326
6867 8315 8501
6868 3263 13602
6868 9177 14071
6868 3088 11907
6868 6132 17818
6869 2277 3683
6869 1293 15211
6869 2766 8672
6869 7003 12911
6870 2915 10638
6870 9197 11023
6870 4166 4459
6870 609 6229
6871 6777 10025
6871 6853 9976
6871 5833 10356
6871 7399 7831
6872 5942 14461
6872 8226 13544
6872 194 18489
6872 862 7691
6873 8670 21326
6873 4273 13061
6873 940 16304
6873 1314 11411
6874 2254 4375
6874 8496 16835
6874 3857 16255
6874 649 9912
6875 2790 9076
6875 9838 10613
6875 303 7683
6875 946 18915
6876 8271 6668
6876 1730 7915
6876 9660 2598
6876 9950 6377
6877 3451 11257
6877 3408 1990
6877 8271 12363
6877 2057 7165
6878 5726 6974
6878 4338 901
6878 4729 12645
6878 5904 17747
6879 9275 17167
6879 8085 6853
6879 5576 16034
6879 2180 15035
6880 3577 11542
6880 9216 9241
6880 8698 15096
6880 3836 10237
6881 8416 5508
6881 2499 10506
6881 1671 7072
6881 6044 8983
6882 2695 9723
6882 4731 16762
6882 1082 14457
6882 7166 8603
6883 7405 16741
6883 625 13335
6883 4213 13152
6883 5707 2777
6884 2255 6244
6884 4482 15337
6884 106 18105
6884 9198 18930
6885 3144 1208
6885 2710 9627
6885 4974 5581
6885 1193 16352
6886 5278 6630
6886 9536 15859
6886 5754 15178
6886 9271 3218
6887 4046 15220
6887 4874 7374
6887 4439 118
6887 9858 16955
6888 4554 18124
6888 1034 16322
6888 107 13703
6888 1599 16262
6889 3575 16225
6889 3580 15779
6889 2711 7627
6889 6514 14742
6890 4636 12508
6890 8617 12824
6890 588 12060
6890 1190 12616
6891 7448 15296
6891 8846 18048
6891 5411 20751
6891 2082 13922
6892 6447 5664
6892 540 11220
6892 7974 9926
6892 2709 12655
6893 184 5451
6893 6894 7179
6893 9252 5734
6893 5887 8383
6894 135 7432
6894 6317 10235
6894 4426 14323
6894 1964 946
6895 130 7853
6895 1382 7115
6895 1777 7756
6895 461 7428
6896 1942 1864
6896 2340 3452
6896 7083 3767
6896 9341 6274
6897 6672 17783
6897 9193 6446
6897 3517 9922
6897 5494 1394
6898 4744 8909
6898 9035 10734
6898 5572 15528
6898 723 6520
6899 9146 15297
6899 7911 5770
6899 5402 9799
6899 7084 6181
6900 6921 10531
6900 5171 13095
6900 2593 6227
6900 6865 8846
6901 9572 10070
6901 27 10080
6901 7968 7334
6901 9806 17955
6902 8331 7855
6902 9281 6116
6902 7290 18400
6902 8896 9418
6903 7579 8445
6903 1482 3182
6903 6317 10400
6903 3756 16181
6904 3239 12980
6904 2905 16211
6904 6592 17475
6904 751 15933
6905 5508 13415
6905 8010 16193
6905 5409 2393
6905 2129 1031
6906 49 9028
6906 2755 13740
6906 5468 4042
6906 6464 14717
6907 9091 18250
6907 4898 10524
6907 6152 962
6907 4541 11144
6908 67 17298
6908 5321 9203
6908 574 11116
6908 6036 16941
6909 5442 12224
6909 6706 3398
6909 3206 18481
6909 8358 7669
6910 5133 7507
6910 7163 4995
6910 4336 10596
6910 7818 3390
6911 9844 9339
6911 7137 5470
6911 7213 4988
6911 7445 4207
6912 6546 10502
6912 6224 11255
6912 1506 15010
6912 3457 10447
6913 4644 11819
6913 8386 5507
6913 8093 10850
6913 1913 14703
6914 1702 16289
6914 7296 10965
6914 6547 6684
6914 1857 17949
6915 1013 4778
6915 2184 18463
6915 1648 15163
6915 5018 13850
6916 1222 12967
6916 7718 2488
6916 7273 5520
6916 5327 5515
6917 3483 9816
6917 5931 3876
6917 790 13486
6917 4127 11888
6918 5293 8811
6918 3604 13699
6918 3349 17175
6918 6178 12287
6919 2981 16962
6919 9378 20014
6919 3964 7677
6919 3795 10252
6920 5001 15816
6920 6928 5384
6920 4553 14366
6920 641 9117
6921 2378 4638
6921 9995 3892
6921 5543 16408
6921 2973 5627
6922 3757 9943
6922 3500 8302
6922 5514 10716
6922 1129 13397
6923 4693 13331
6923 4645 876
6923 4256 10184
6923 6476 15660
6924 1323 9105
6924 4865 6427
6924 21 13785
6924 2077 14158
6925 8038 10910
6925 849 6316
6925 216 10946
6925 5482 10969
6926 1546 17491
6926 9050 9942
6926 9590 7259
6926 8975 5215
6927 7311 12739
6927 5964 13766
6927 2942 7650
6927 7443 4247
6928 3541 2105
6928 7622 5146
6928 189 11772
6928 216 1740
6929 6315 7406
6929 2739 9882
6929 4519 7629
6929 2187 4327
6930 648 14695
6930 4525 12382
6930 4021 9443
6930 3798 1594
6931 8758 11168
6931 4601 9824
6931 8167 6668
6931 6511 11760
6932 7101 2831
